crop,season,N_category,P_category,K_category,water_requirement,root_depth,soil_type,temp_C,rainfall_mm,humidity_pct,ph,temp_range,rainfall_range,humidity_range,ph_range
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,22.5,487.5,45.0,6.562,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,27.5,612.5,55.0,6.938,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Deep loamy,30.0,675.0,60.0,7.125,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,20.0,425.0,40.0,6.375,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,22.5,487.5,45.0,6.562,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,25.0,550.0,50.0,6.75,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,27.5,612.5,55.0,6.938,25.0,550.0,50.0,6.75
pomegranate,Kharif,Medium,Medium,Medium,Low,Deep,Sandy loam,30.0,675.0,60.0,7.125,25.0,550.0,50.0,6.75
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,23.75,1250.0,67.5,5.875,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,25.625,1375.0,71.25,6.062,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,27.5,1500.0,75.0,6.25,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,29.375,1625.0,78.75,6.438,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Sandy loam,31.25,1750.0,82.5,6.625,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,23.75,1250.0,67.5,5.875,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,25.625,1375.0,71.25,6.062,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,27.5,1500.0,75.0,6.25,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,29.375,1625.0,78.75,6.438,27.5,1500.0,75.0,6.25
papaya,Year-round,Medium,Medium,Medium,High,Deep,Loamy,31.25,1750.0,82.5,6.625,27.5,1500.0,75.0,6.25
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,13.75,425.0,66.25,5.375,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,15.625,487.5,69.375,5.562,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,17.5,550.0,72.5,5.75,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,19.375,612.5,75.625,5.938,17.5,550.0,72.5,5.75
potato,Rabi,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,21.25,675.0,78.75,6.125,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,13.75,425.0,66.25,5.375,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,15.625,487.5,69.375,5.562,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,17.5,550.0,72.5,5.75,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,19.375,612.5,75.625,5.938,17.5,550.0,72.5,5.75
potato,Kharif,Medium,Medium,Medium,Low,Deep,Well-drained sandy loam,21.25,675.0,78.75,6.125,17.5,550.0,72.5,5.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,15.0,425.0,57.5,6.375,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,17.5,487.5,61.25,6.562,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,20.0,550.0,65.0,6.75,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,22.5,612.5,68.75,6.938,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Loamy,25.0,675.0,72.5,7.125,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,15.0,425.0,57.5,6.375,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,17.5,487.5,61.25,6.562,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,20.0,550.0,65.0,6.75,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,22.5,612.5,68.75,6.938,20.0,550.0,65.0,6.75
onion,Rabi,Medium,Medium,Medium,Low,Shallow,Sandy loam,25.0,675.0,72.5,7.125,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Loamy,15.0,425.0,57.5,6.375,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Loamy,17.5,487.5,61.25,6.562,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Loamy,20.0,550.0,65.0,6.75,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Loamy,22.5,612.5,68.75,6.938,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Loamy,25.0,675.0,72.5,7.125,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Sandy loam,15.0,425.0,57.5,6.375,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Sandy loam,17.5,487.5,61.25,6.562,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Sandy loam,20.0,550.0,65.0,6.75,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Sandy loam,22.5,612.5,68.75,6.938,20.0,550.0,65.0,6.75
onion,Kharif,Medium,Medium,Medium,Low,Shallow,Sandy loam,25.0,675.0,72.5,7.125,20.0,550.0,65.0,6.75
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,21.0,550.0,58.75,6.0,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,22.5,625.0,63.125,6.25,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,24.0,700.0,67.5,6.5,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,25.5,775.0,71.875,6.75,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.0,850.0,76.25,7.0,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,21.0,550.0,58.75,6.0,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,22.5,625.0,63.125,6.25,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,24.0,700.0,67.5,6.5,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,25.5,775.0,71.875,6.75,24.0,700.0,67.5,6.5
tomato,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,27.0,850.0,76.25,7.0,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,21.0,550.0,58.75,6.0,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,22.5,625.0,63.125,6.25,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,24.0,700.0,67.5,6.5,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,25.5,775.0,71.875,6.75,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.0,850.0,76.25,7.0,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,21.0,550.0,58.75,6.0,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,22.5,625.0,63.125,6.25,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,24.0,700.0,67.5,6.5,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,25.5,775.0,71.875,6.75,24.0,700.0,67.5,6.5
tomato,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,27.0,850.0,76.25,7.0,24.0,700.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,22.5,600.0,58.75,6.0,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,23.75,700.0,63.125,6.25,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,25.0,800.0,67.5,6.5,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,26.25,900.0,71.875,6.75,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.5,1000.0,76.25,7.0,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Clay loam,22.5,600.0,58.75,6.0,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Clay loam,23.75,700.0,63.125,6.25,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Clay loam,25.0,800.0,67.5,6.5,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Clay loam,26.25,900.0,71.875,6.75,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Clay loam,27.5,1000.0,76.25,7.0,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,22.5,600.0,58.75,6.0,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,23.75,700.0,63.125,6.25,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,25.0,800.0,67.5,6.5,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,26.25,900.0,71.875,6.75,25.0,800.0,67.5,6.5
brinjal,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,27.5,1000.0,76.25,7.0,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,22.5,600.0,58.75,6.0,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,23.75,700.0,63.125,6.25,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,25.0,800.0,67.5,6.5,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,26.25,900.0,71.875,6.75,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.5,1000.0,76.25,7.0,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Clay loam,22.5,600.0,58.75,6.0,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Clay loam,23.75,700.0,63.125,6.25,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Clay loam,25.0,800.0,67.5,6.5,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Clay loam,26.25,900.0,71.875,6.75,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Clay loam,27.5,1000.0,76.25,7.0,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,22.5,600.0,58.75,6.0,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,23.75,700.0,63.125,6.25,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,25.0,800.0,67.5,6.5,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,26.25,900.0,71.875,6.75,25.0,800.0,67.5,6.5
brinjal,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,27.5,1000.0,76.25,7.0,25.0,800.0,67.5,6.5
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,23.75,600.0,58.75,6.375,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,25.625,700.0,63.125,6.562,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.5,800.0,67.5,6.75,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,29.375,900.0,71.875,6.938,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,31.25,1000.0,76.25,7.125,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,23.75,600.0,58.75,6.375,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,25.625,700.0,63.125,6.562,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,27.5,800.0,67.5,6.75,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,29.375,900.0,71.875,6.938,27.5,800.0,67.5,6.75
okra,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,31.25,1000.0,76.25,7.125,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,23.75,600.0,58.75,6.375,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,25.625,700.0,63.125,6.562,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.5,800.0,67.5,6.75,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,29.375,900.0,71.875,6.938,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,31.25,1000.0,76.25,7.125,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,23.75,600.0,58.75,6.375,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,25.625,700.0,63.125,6.562,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,27.5,800.0,67.5,6.75,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,29.375,900.0,71.875,6.938,27.5,800.0,67.5,6.75
okra,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,31.25,1000.0,76.25,7.125,27.5,800.0,67.5,6.75
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,23.0,675.0,58.75,6.0,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,24.5,762.5,63.125,6.25,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,26.0,850.0,67.5,6.5,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.5,937.5,71.875,6.75,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,29.0,1025.0,76.25,7.0,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,23.0,675.0,58.75,6.0,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,24.5,762.5,63.125,6.25,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,26.0,850.0,67.5,6.5,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,27.5,937.5,71.875,6.75,26.0,850.0,67.5,6.5
chilli,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,29.0,1025.0,76.25,7.0,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,23.0,675.0,58.75,6.0,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,24.5,762.5,63.125,6.25,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,26.0,850.0,67.5,6.5,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,27.5,937.5,71.875,6.75,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,29.0,1025.0,76.25,7.0,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,23.0,675.0,58.75,6.0,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,24.5,762.5,63.125,6.25,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,26.0,850.0,67.5,6.5,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,27.5,937.5,71.875,6.75,26.0,850.0,67.5,6.5
chilli,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,29.0,1025.0,76.25,7.0,26.0,850.0,67.5,6.5
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Loam,13.75,525.0,66.25,6.375,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Loam,15.625,587.5,69.375,6.562,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Loam,17.5,650.0,72.5,6.75,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Loam,19.375,712.5,75.625,6.938,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Loam,21.25,775.0,78.75,7.125,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,13.75,525.0,66.25,6.375,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,15.625,587.5,69.375,6.562,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,17.5,650.0,72.5,6.75,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,19.375,712.5,75.625,6.938,17.5,650.0,72.5,6.75
cabbage,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,21.25,775.0,78.75,7.125,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Loam,13.75,525.0,66.25,6.375,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Loam,15.625,587.5,69.375,6.562,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Loam,17.5,650.0,72.5,6.75,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Loam,19.375,712.5,75.625,6.938,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Loam,21.25,775.0,78.75,7.125,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,13.75,525.0,66.25,6.375,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,15.625,587.5,69.375,6.562,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,17.5,650.0,72.5,6.75,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,19.375,712.5,75.625,6.938,17.5,650.0,72.5,6.75
cabbage,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,21.25,775.0,78.75,7.125,17.5,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,13.0,525.0,66.25,6.375,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,14.5,587.5,69.375,6.562,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,16.0,650.0,72.5,6.75,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,17.5,712.5,75.625,6.938,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,19.0,775.0,78.75,7.125,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,13.0,525.0,66.25,6.375,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,14.5,587.5,69.375,6.562,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,16.0,650.0,72.5,6.75,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,17.5,712.5,75.625,6.938,16.0,650.0,72.5,6.75
cauliflower,Rabi,Medium,Medium,Medium,Medium,Shallow,Sandy loam,19.0,775.0,78.75,7.125,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,13.0,525.0,66.25,6.375,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,14.5,587.5,69.375,6.562,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,16.0,650.0,72.5,6.75,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,17.5,712.5,75.625,6.938,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,19.0,775.0,78.75,7.125,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,13.0,525.0,66.25,6.375,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,14.5,587.5,69.375,6.562,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,16.0,650.0,72.5,6.75,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,17.5,712.5,75.625,6.938,16.0,650.0,72.5,6.75
cauliflower,Kharif,Medium,Medium,Medium,Medium,Shallow,Sandy loam,19.0,775.0,78.75,7.125,16.0,650.0,72.5,6.75
spinach,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,13.75,525.0,67.5,6.375,17.5,650.0,75.0,6.75
spinach,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,15.625,587.5,71.25,6.562,17.5,650.0,75.0,6.75
spinach,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,17.5,650.0,75.0,6.75,17.5,650.0,75.0,6.75
spinach,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,19.375,712.5,78.75,6.938,17.5,650.0,75.0,6.75
spinach,Rabi,Medium,Medium,Medium,Medium,Shallow,Loamy,21.25,775.0,82.5,7.125,17.5,650.0,75.0,6.75
spinach,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,13.75,525.0,67.5,6.375,17.5,650.0,75.0,6.75
spinach,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,15.625,587.5,71.25,6.562,17.5,650.0,75.0,6.75
spinach,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,17.5,650.0,75.0,6.75,17.5,650.0,75.0,6.75
spinach,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,19.375,712.5,78.75,6.938,17.5,650.0,75.0,6.75
spinach,Kharif,Medium,Medium,Medium,Medium,Shallow,Loamy,21.25,775.0,82.5,7.125,17.5,650.0,75.0,6.75
